delta,alpha1,alpha2,alpha3,alpha4,alpha5,E_lower,E_upper
0.0005,0.10274665897060983,0.10274665897060983,0.42416451405502015,0.11104177093173756,0.2593003970720226,2.463172503725715,2.455325976061917
0.0006000000000000001,0.10274665897060983,0.10274665897060983,0.42416451405502015,0.11104177093173756,0.2593003970720226,2.4538994946363513,2.4464327563484853
0.0007,0.10274665897060983,0.10274665897060983,0.42416451405502015,0.11104177093173756,0.2593003970720226,2.4451939492525905,2.4376906976327883
0.0007999999999999999,0.10274665897060983,0.10274665897060983,0.42416451405502015,0.11104177093173756,0.2593003970720226,2.436259485674551,2.428862294209504
0.0009,0.10274665897060983,0.10274665897060983,0.42416451405502015,0.11104177093173756,0.2593003970720226,2.427657704638512,2.4204263994725945
0.001,0.10274665897060983,0.10274665897060983,0.42416451405502015,0.11104177093173756,0.2593003970720226,2.419195308855927,2.4121261715897604
0.0001,0.06766642529362575,0.06766642529362575,0.4240069254064436,0.09204203607975436,0.3486181879265505,2.5500595548335148,2.546808302841118
0.00019999999999999998,0.06766642529362575,0.06766642529362575,0.4240069254064436,0.09204203607975436,0.3486181879265505,2.5407270800784514,2.5378957943906495
0.0003,0.06766642529362575,0.06766642529362575,0.4240069254064436,0.09204203607975436,0.3486181879265505,2.531928023256677,2.529139219416874
0.00039999999999999996,0.06766642529362575,0.06766642529362575,0.4240069254064436,0.09204203607975436,0.3486181879265505,2.5232803642289645,2.5205333729432007
0.0005,0.06766642529362575,0.06766642529362575,0.4240069254064436,0.09204203607975436,0.3486181879265505,2.5147791220489815,2.5120732956107057
0.0006000000000000001,0.06766642529362575,0.06766642529362575,0.4240069254064436,0.09204203607975436,0.3486181879265505,2.5064195481128166,2.5037542594076427
0.0007,0.06766642529362575,0.06766642529362575,0.4240069254064436,0.09204203607975436,0.3486181879265505,2.49842591753923,2.495571754349123
0.0007999999999999999,0.06766642529362575,0.06766642529362575,0.4240069254064436,0.09204203607975436,0.3486181879265505,2.490107492893431,2.4875214760373296
0.0009,0.06766642529362575,0.06766642529362575,0.4240069254064436,0.09204203607975436,0.3486181879265505,2.4821465600821613,2.479599314038141
0.001,0.06766642529362575,0.06766642529362575,0.4240069254064436,0.09204203607975436,0.3486181879265505,2.474310369873785,2.4718013410150337
0.0001,0.11652651015145996,0.11652651015145996,0.15263096682659766,0.48369033489033103,0.1306256779801514,13.127757821071077,13.03821658910488
0.00019999999999999998,0.11652651015145996,0.11652651015145996,0.15263096682659766,0.48369033489033103,0.1306256779801514,12.309871857488467,12.224309457550586
0.0003,0.11652651015145996,0.11652651015145996,0.15263096682659766,0.48369033489033103,0.1306256779801514,11.665688346370453,11.583268640173817
0.00039999999999999996,0.11652651015145996,0.11652651015145996,0.15263096682659766,0.48369033489033103,0.1306256779801514,11.135572506521289,11.055765339356592
0.0005,0.11652651015145996,0.11652651015145996,0.15263096682659766,0.48369033489033103,0.1306256779801514,10.686421332716076,10.608857837425553
0.0006000000000000001,0.11652651015145996,0.11652651015145996,0.15263096682659766,0.48369033489033103,0.1306256779801514,10.297787949499678,10.222194584231556
0.0007,0.11652651015145996,0.11652651015145996,0.15263096682659766,0.48369033489033103,0.1306256779801514,9.956108074263106,9.88227362031215
0.0007999999999999999,0.11652651015145996,0.11652651015145996,0.15263096682659766,0.48369033489033103,0.1306256779801514,9.651903947457477,9.579660204506476
0.0009,0.11652651015145996,0.11652651015145996,0.15263096682659766,0.48369033489033103,0.1306256779801514,9.378286000161118,9.307495755478506
0.001,0.11652651015145996,0.11652651015145996,0.15263096682659766,0.48369033489033103,0.1306256779801514,9.130086960123217,9.060636080901885
0.0001,0.0716303341726353,0.0716303341726353,0.22928429452426838,0.46460909181793897,0.1628459453125221,5.923177308679087,5.908000102723656
0.00019999999999999998,0.0716303341726353,0.0716303341726353,0.22928429452426838,0.46460909181793897,0.1628459453125221,5.8168897737972145,5.802107047440499
0.0003,0.0716303341726353,0.0716303341726353,0.22928429452426838,0.46460909181793897,0.1628459453125221,5.718624745281375,5.704212776781179
0.00039999999999999996,0.0716303341726353,0.0716303341726353,0.22928429452426838,0.46460909181793897,0.1628459453125221,5.626944219136554,5.612830601091178
0.0005,0.0716303341726353,0.0716303341726353,0.22928429452426838,0.46460909181793897,0.1628459453125221,5.5410913151392265,5.527225771380555
0.0006000000000000001,0.0716303341726353,0.0716303341726353,0.22928429452426838,0.46460909181793897,0.1628459453125221,5.460612440942878,5.447003264005131
0.0007,0.0716303341726353,0.0716303341726353,0.22928429452426838,0.46460909181793897,0.1628459453125221,5.384663918127084,5.37124970088659
0.0007999999999999999,0.0716303341726353,0.0716303341726353,0.22928429452426838,0.46460909181793897,0.1628459453125221,5.312934932644253,5.299755940172043
0.0009,0.0716303341726353,0.0716303341726353,0.22928429452426838,0.46460909181793897,0.1628459453125221,5.244877370132748,5.231889915708985
0.001,0.0716303341726353,0.0716303341726353,0.22928429452426838,0.46460909181793897,0.1628459453125221,5.180217625926065,5.167432581384607
0.0001,0.03332353986962645,0.03332353986962645,0.25773293055489027,0.2265588728374579,0.44906111686839895,3.900954250798774,3.900351304112559
0.00019999999999999998,0.03332353986962645,0.03332353986962645,0.25773293055489027,0.2265588728374579,0.44906111686839895,3.8660559559318513,3.865477326258581
0.0003,0.03332353986962645,0.03332353986962645,0.25773293055489027,0.2265588728374579,0.44906111686839895,3.8329257372632677,3.8324502455390363
0.00039999999999999996,0.03332353986962645,0.03332353986962645,0.25773293055489027,0.2265588728374579,0.44906111686839895,3.8009606471800295,3.800561080439154
0.0005,0.03332353986962645,0.03332353986962645,0.25773293055489027,0.2265588728374579,0.44906111686839895,3.7697139827432817,3.7692715684798213
0.0006000000000000001,0.03332353986962645,0.03332353986962645,0.25773293055489027,0.2265588728374579,0.44906111686839895,3.7402122620744054,3.7398861796582876
0.0007,0.03332353986962645,0.03332353986962645,0.25773293055489027,0.2265588728374579,0.44906111686839895,3.711448010372699,3.711164246244558
0.0007999999999999999,0.03332353986962645,0.03332353986962645,0.25773293055489027,0.2265588728374579,0.44906111686839895,3.683450433682097,3.683153178634929
0.0009,0.03332353986962645,0.03332353986962645,0.25773293055489027,0.2265588728374579,0.44906111686839895,3.6565905690150338,3.656346708377287
0.001,0.03332353986962645,0.03332353986962645,0.25773293055489027,0.2265588728374579,0.44906111686839895,3.630352946000272,3.63009640334835
0.0001,0.10152414733608263,0.10152414733608263,0.39859448221657395,0.01085002105185191,0.38750720205940875,2.1780906748282822,2.1757148786629457
0.00019999999999999998,0.10152414733608263,0.10152414733608263,0.39859448221657395,0.01085002105185191,0.38750720205940875,2.1737817197819043,2.1714829556491737
0.0003,0.10152414733608263,0.10152414733608263,0.39859448221657395,0.01085002105185191,0.38750720205940875,2.1690768977112813,2.1670351807292656
0.00039999999999999996,0.10152414733608263,0.10152414733608263,0.39859448221657395,0.01085002105185191,0.38750720205940875,2.1651211009436886,2.162896118866205
0.0005,0.10152414733608263,0.10152414733608263,0.39859448221657395,0.01085002105185191,0.38750720205940875,2.160706849923494,2.1584492845040097
0.0006000000000000001,0.10152414733608263,0.10152414733608263,0.39859448221657395,0.01085002105185191,0.38750720205940875,2.1568061232896247,2.154733265833086
0.0007,0.10152414733608263,0.10152414733608263,0.39859448221657395,0.01085002105185191,0.38750720205940875,2.1527065453095,2.150920027695114
0.0007999999999999999,0.10152414733608263,0.10152414733608263,0.39859448221657395,0.01085002105185191,0.38750720205940875,2.148438995942237,2.146415644459145
0.0009,0.10152414733608263,0.10152414733608263,0.39859448221657395,0.01085002105185191,0.38750720205940875,2.1446196474996166,2.142959519756757
0.001,0.10152414733608263,0.10152414733608263,0.39859448221657395,0.01085002105185191,0.38750720205940875,2.1406309609536383,2.138849348509912
0.0001,0.114043599149593,0.114043599149593,0.4585468425109641,0.18575575009297884,0.1276102090968709,5.005154471606796,4.957016090081704
0.00019999999999999998,0.114043599149593,0.114043599149593,0.4585468425109641,0.18575575009297884,0.1276102090968709,4.938042953217052,4.891108731447322
0.0003,0.114043599149593,0.114043599149593,0.4585468425109641,0.18575575009297884,0.1276102090968709,4.874250240487608,4.828120719164963
0.00039999999999999996,0.114043599149593,0.114043599149593,0.4585468425109641,0.18575575009297884,0.1276102090968709,4.81440423459377,4.769119088969845
0.0005,0.114043599149593,0.114043599149593,0.4585468425109641,0.18575575009297884,0.1276102090968709,4.757415499138263,4.7127885599339185
0.0006000000000000001,0.114043599149593,0.114043599149593,0.4585468425109641,0.18575575009297884,0.1276102090968709,4.70337105182111,4.6596026898975795
0.0007,0.114043599149593,0.114043599149593,0.4585468425109641,0.18575575009297884,0.1276102090968709,4.651718032881328,4.60861008048951
0.0007999999999999999,0.114043599149593,0.114043599149593,0.4585468425109641,0.18575575009297884,0.1276102090968709,4.602313484090203,4.559895769530929
0.0009,0.114043599149593,0.114043599149593,0.4585468425109641,0.18575575009297884,0.1276102090968709,4.555093331831014,4.5133216747153355
0.001,0.114043599149593,0.114043599149593,0.4585468425109641,0.18575575009297884,0.1276102090968709,4.5097908295399955,4.46863670103004
0.0001,0.07001477019711853,0.07001477019711853,0.035269162776404954,0.3644667786301104,0.4602345181992476,5.040332743978831,5.0290549799361255
0.00019999999999999998,0.07001477019711853,0.07001477019711853,0.035269162776404954,0.3644667786301104,0.4602345181992476,4.97016511225331,4.959162677375524
0.0003,0.07001477019711853,0.07001477019711853,0.035269162776404954,0.3644667786301104,0.4602345181992476,4.904733324997646,4.894217384511301
0.00039999999999999996,0.07001477019711853,0.07001477019711853,0.035269162776404954,0.3644667786301104,0.4602345181992476,4.842700206650895,4.832371446437243
0.0005,0.07001477019711853,0.07001477019711853,0.035269162776404954,0.3644667786301104,0.4602345181992476,4.784096236686143,4.773942214512794
0.0006000000000000001,0.07001477019711853,0.07001477019711853,0.035269162776404954,0.3644667786301104,0.4602345181992476,4.7285952542495515,4.718613533067862
0.0007,0.07001477019711853,0.07001477019711853,0.035269162776404954,0.3644667786301104,0.4602345181992476,4.675890804573804,4.666065766832608
0.0007999999999999999,0.07001477019711853,0.07001477019711853,0.035269162776404954,0.3644667786301104,0.4602345181992476,4.625565619431729,4.61589097267562
0.0009,0.07001477019711853,0.07001477019711853,0.035269162776404954,0.3644667786301104,0.4602345181992476,4.577584962120649,4.568054278291934
0.001,0.07001477019711853,0.07001477019711853,0.035269162776404954,0.3644667786301104,0.4602345181992476,4.531684246801133,4.5222902649804615
0.0001,0.110097818420248,0.110097818420248,0.3348432985981404,0.41394901077284885,0.03101205378851477,2.228978090632195,2.2256778078193147
0.00019999999999999998,0.110097818420248,0.110097818420248,0.3348432985981404,0.41394901077284885,0.03101205378851477,2.223152640819534,2.220069019768956
0.0003,0.110097818420248,0.110097818420248,0.3348432985981404,0.41394901077284885,0.03101205378851477,2.2170023798584424,2.213991221231518
0.00039999999999999996,0.110097818420248,0.110097818420248,0.3348432985981404,0.41394901077284885,0.03101205378851477,2.211315178024161,2.2085076057144546
0.0005,0.110097818420248,0.110097818420248,0.3348432985981404,0.41394901077284885,0.03101205378851477,2.2055182718849435,2.203005737861837
0.0006000000000000001,0.110097818420248,0.110097818420248,0.3348432985981404,0.41394901077284885,0.03101205378851477,2.1994311552147185,2.1970474746495303
0.0007,0.110097818420248,0.110097818420248,0.3348432985981404,0.41394901077284885,0.03101205378851477,2.194157134623311,2.191744518722153
0.0007999999999999999,0.110097818420248,0.110097818420248,0.3348432985981404,0.41394901077284885,0.03101205378851477,2.18845582158768,2.186119038523058
0.0009,0.110097818420248,0.110097818420248,0.3348432985981404,0.41394901077284885,0.03101205378851477,2.183092603783227,2.180931799060169
0.001,0.110097818420248,0.110097818420248,0.3348432985981404,0.41394901077284885,0.03101205378851477,2.177666753497997,2.1757414675661697
0.0001,0.07171697604123461,0.07171697604123461,0.20400112310611815,0.4158463864790501,0.23671853833236245,2.2188726723369596,2.21680075256055
0.00019999999999999998,0.07171697604123461,0.07171697604123461,0.20400112310611815,0.4158463864790501,0.23671853833236245,2.211737678117045,2.209635874286751
0.0003,0.07171697604123461,0.07171697604123461,0.20400112310611815,0.4158463864790501,0.23671853833236245,2.2054384620276575,2.203567213307599
0.00039999999999999996,0.07171697604123461,0.07171697604123461,0.20400112310611815,0.4158463864790501,0.23671853833236245,2.198594633372027,2.196719164895517
0.0005,0.07171697604123461,0.07171697604123461,0.20400112310611815,0.4158463864790501,0.23671853833236245,2.192033005023244,2.190438017955934
0.0006000000000000001,0.07171697604123461,0.07171697604123461,0.20400112310611815,0.4158463864790501,0.23671853833236245,2.185360305195145,2.1838114017942942
0.0007,0.07171697604123461,0.07171697604123461,0.20400112310611815,0.4158463864790501,0.23671853833236245,2.179189768555096,2.177493656397069
0.0007999999999999999,0.07171697604123461,0.07171697604123461,0.20400112310611815,0.4158463864790501,0.23671853833236245,2.1730292611156923,2.17144009382681
0.0009,0.07171697604123461,0.07171697604123461,0.20400112310611815,0.4158463864790501,0.23671853833236245,2.166819964634136,2.165282923476019
0.001,0.07171697604123461,0.07171697604123461,0.20400112310611815,0.4158463864790501,0.23671853833236245,2.1606957304124492,2.159209574569408
0.0001,0.06553442868080213,0.06553442868080213,0.31217663907492027,0.4108728385464783,0.14588166501699731,2.119026805147273,2.118102153375765
0.00019999999999999998,0.06553442868080213,0.06553442868080213,0.31217663907492027,0.4108728385464783,0.14588166501699731,2.1133624989411834,2.1124015984353828
0.0003,0.06553442868080213,0.06553442868080213,0.31217663907492027,0.4108728385464783,0.14588166501699731,2.1077199721930646,2.1070784571882912
0.00039999999999999996,0.06553442868080213,0.06553442868080213,0.31217663907492027,0.4108728385464783,0.14588166501699731,2.1024364337262704,2.101823442577139
0.0005,0.06553442868080213,0.06553442868080213,0.31217663907492027,0.4108728385464783,0.14588166501699731,2.097631513324753,2.0968745504126582
